#Magnetic field (mT)	Frequency (GHz)	Normalized transmission
68.5	2.132116800	0.999411146
68.5	2.132136900	1.000323587
68.5	2.132156900	1.002004662
68.5	2.132176900	0.999770103
68.5	2.132196900	0.998759375
68.5	2.132216900	0.998750392
68.5	2.132236900	1.000587969
68.5	2.132256900	0.999487831
68.5	2.132276900	0.999401542
68.5	2.132296900	0.999226952
68.5	2.132316900	0.999287798
68.5	2.132336900	1.000161537
68.5	2.132356900	0.997797207
68.5	2.132377000	0.998661356
68.5	2.132397000	1.001061524
68.5	2.132417000	0.998434121
68.5	2.132437000	0.999997766
68.5	2.132457000	0.999250363
68.5	2.132477000	0.998299422
68.5	2.132497000	1.001021015
68.5	2.132517000	1.001202880
68.5	2.132537000	1.000481599
68.5	2.132557000	0.997350800
68.5	2.132577000	1.000107181
68.5	2.132597000	0.998105206
68.5	2.132617000	1.000964824
68.5	2.132637100	1.000566906
68.5	2.132657100	0.997491765
68.5	2.132677100	1.001641071
68.5	2.132697100	0.999536018
68.5	2.132717100	1.001784697
68.5	2.132737100	0.999070896
68.5	2.132757100	0.998618464
68.5	2.132777100	0.997203619
68.5	2.132797100	0.999671061
68.5	2.132817100	0.999597507
68.5	2.132837100	0.999995230
68.5	2.132857100	1.000478274
68.5	2.132877200	1.000597279
68.5	2.132897200	1.002785605
68.5	2.132917200	1.000003878
68.5	2.132937200	0.999256075
68.5	2.132957200	1.000396769
68.5	2.132977200	0.999218769
68.5	2.132997200	1.000721328
68.5	2.133017200	1.000351202
68.5	2.133037200	0.999515678
68.5	2.133057200	1.003273851
68.5	2.133077200	0.997916136
68.5	2.133097200	0.998173342
68.5	2.133117200	0.999995415
68.5	2.133137300	1.000289524
68.5	2.133157300	0.999588272
68.5	2.133177300	0.998219279
68.5	2.133197300	0.999526642
68.5	2.133217300	1.000380725
68.5	2.133237300	0.997664632
68.5	2.133257300	0.999741239
68.5	2.133277300	1.002888515
68.5	2.133297300	1.002721272
68.5	2.133317300	1.000695550
68.5	2.133337300	1.000163103
68.5	2.133357300	0.999960072
68.5	2.133377400	1.002012888
68.5	2.133397400	0.999374531
68.5	2.133417400	1.001379318
68.5	2.133437400	0.998844372
68.5	2.133457400	0.999161305
68.5	2.133477400	1.000043765
68.5	2.133497400	1.002199256
68.5	2.133517400	0.998824682
68.5	2.133537400	0.998733288
68.5	2.133557400	0.999171309
68.5	2.133577400	0.999772311
68.5	2.133597400	1.000534283
68.5	2.133617400	1.000746693
68.5	2.133637500	1.002112016
68.5	2.133657500	0.999691960
68.5	2.133677500	1.000323794
68.5	2.133697500	1.001453685
68.5	2.133717500	1.001072679
68.5	2.133737500	1.000593019
68.5	2.133757500	0.999459151
68.5	2.133777500	1.002107931
68.5	2.133797500	0.998054758
68.5	2.133817500	0.999430986
68.5	2.133837500	1.001686731
68.5	2.133857500	1.000901989
68.5	2.133877600	1.001021483
68.5	2.133897600	1.000366107
68.5	2.133917600	1.000428858
68.5	2.133937600	0.998942114
68.5	2.133957600	1.001221012
68.5	2.133977600	0.998954040
68.5	2.133997600	1.000003064
68.5	2.134017600	0.998932916
68.5	2.134037600	0.999382264
68.5	2.134057600	0.998474257
68.5	2.134077600	0.997393484
68.5	2.134097600	0.999518074
68.5	2.134117600	1.000818091
68.5	2.134137700	0.999746531
68.5	2.134157700	0.999858384
68.5	2.134177700	1.000501743
68.5	2.134197700	1.000235530
68.5	2.134217700	0.998793427
68.5	2.134237700	0.999540497
68.5	2.134257700	0.998277848
68.5	2.134277700	0.999397467
68.5	2.134297700	0.997651536
68.5	2.134317700	0.999057599
68.5	2.134337700	1.000129299
68.5	2.134357700	1.001995090
68.5	2.134377800	0.999709913
68.5	2.134397800	1.000300955
68.5	2.134417800	1.000253407
68.5	2.134437800	1.000562257
68.5	2.134457800	0.998187586
68.5	2.134477800	1.001925738
68.5	2.134497800	1.001566346
68.5	2.134517800	1.000143770
68.5	2.134537800	1.000298843
68.5	2.134557800	0.998585762
68.5	2.134577800	0.999799797
68.5	2.134597800	1.000260893
68.5	2.134617800	1.001176176
68.5	2.134637900	0.997774806
68.5	2.134657900	0.999998028
68.5	2.134677900	1.000207310
68.5	2.134697900	0.999700194
68.5	2.134717900	1.002521165
68.5	2.134737900	1.000410509
68.5	2.134757900	0.999470228
68.5	2.134777900	0.999910088
68.5	2.134797900	1.000500730
68.5	2.134817900	0.999675829
68.5	2.134837900	1.001311824
68.5	2.134857900	0.998923591
68.5	2.134878000	1.000415942
68.5	2.134898000	0.997826703
68.5	2.134918000	0.999477018
68.5	2.134938000	0.999030677
68.5	2.134958000	0.998167346
68.5	2.134978000	0.999984722
68.5	2.134998000	0.999867248
68.5	2.135018000	1.000128016
68.5	2.135038000	0.995662420
68.5	2.135058000	1.001830525
68.5	2.135078000	1.003088790
68.5	2.135098000	1.003064051
68.5	2.135118000	1.001058200
68.5	2.135138100	1.002069737
68.5	2.135158100	1.001016423
68.5	2.135178100	0.998203944
68.5	2.135198100	0.998899584
68.5	2.135218100	0.998574120
68.5	2.135238100	1.001705025
68.5	2.135258100	0.999167666
68.5	2.135278100	0.997797504
68.5	2.135298100	0.998969153
68.5	2.135318100	1.001350376
68.5	2.135338100	0.999126495
68.5	2.135358100	1.000327617
68.5	2.135378200	0.998475928
68.5	2.135398200	0.999109362
68.5	2.135418200	0.999385124
68.5	2.135438200	1.000341546
68.5	2.135458200	1.000041805
68.5	2.135478200	1.001034113
68.5	2.135498200	1.002967875
68.5	2.135518200	1.000816235
68.5	2.135538200	1.001242058
68.5	2.135558200	1.000534804
68.5	2.135578200	0.999231669
68.5	2.135598200	1.000487468
68.5	2.135618200	1.001851010
68.5	2.135638300	1.000001458
68.5	2.135658300	0.999371862
68.5	2.135678300	1.000020093
68.5	2.135698300	0.998608500
68.5	2.135718300	1.001919006
68.5	2.135738300	0.998895935
68.5	2.135758300	0.999941517
68.5	2.135778300	1.000506074
68.5	2.135798300	0.996820550
68.5	2.135818300	1.000907078
68.5	2.135838300	0.996941358
68.5	2.135858300	1.001218786
68.5	2.135878400	1.000073044
68.5	2.135898400	0.999214890
68.5	2.135918400	1.000312274
68.5	2.135938400	1.001129303
68.5	2.135958400	1.002009118
68.5	2.135978400	1.000893569
68.5	2.135998400	0.999675271
68.5	2.136018400	1.002524107
68.5	2.136038400	0.998973057
68.5	2.136058400	0.999474575
68.5	2.136078400	1.001913323
68.5	2.136098400	0.997413698
68.5	2.136118400	0.999064277
68.5	2.136138500	1.002752808
68.5	2.136158500	1.001284953
68.5	2.136178500	1.000049779
68.5	2.136198500	1.001102908
68.5	2.136218500	1.001472673
68.5	2.136238500	0.997202617
68.5	2.136258500	1.001592449
68.5	2.136278500	0.999940596
68.5	2.136298500	1.001610653
68.5	2.136318500	0.999477325
68.5	2.136338500	0.999398016
68.5	2.136358500	0.999494472
68.5	2.136378600	1.000344674
68.5	2.136398600	1.000029429
68.5	2.136418600	0.999421583
68.5	2.136438600	1.002018279
68.5	2.136458600	1.001210375
68.5	2.136478600	1.001108883
68.5	2.136498600	0.997104247
68.5	2.136518600	1.000972380
68.5	2.136538600	1.000001034
68.5	2.136558600	1.000654567
68.5	2.136578600	0.998290048
68.5	2.136598600	0.998143261
68.5	2.136618600	1.000454389
68.5	2.136638700	1.000232271
68.5	2.136658700	0.998188087
68.5	2.136678700	0.999464748
68.5	2.136698700	1.000609695
68.5	2.136718700	1.000326123
68.5	2.136738700	1.000081728
68.5	2.136758700	0.999611636
68.5	2.136778700	1.000200556
68.5	2.136798700	0.999235278
68.5	2.136818700	0.999905608
68.5	2.136838700	1.000878311
68.5	2.136858700	0.999388922
68.5	2.136878800	0.999968540
68.5	2.136898800	1.000321141
68.5	2.136918800	0.999985924
68.5	2.136938800	0.999671142
68.5	2.136958800	1.000375398
68.5	2.136978800	0.999393061
68.5	2.136998800	1.000282995
68.5	2.137018800	0.999679121
68.5	2.137038800	0.999184842
68.5	2.137058800	1.002550671
68.5	2.137078800	0.999476776
68.5	2.137098800	0.998963595
68.5	2.137118800	1.000022673
68.5	2.137138900	0.998757917
68.5	2.137158900	1.000190971
68.5	2.137178900	1.000558314
68.5	2.137198900	1.001157513
68.5	2.137218900	0.997795170
68.5	2.137238900	0.999302708
68.5	2.137258900	1.001245004
68.5	2.137278900	1.000280703
68.5	2.137298900	0.998862940
68.5	2.137318900	0.998652954
68.5	2.137338900	1.003328301
68.5	2.137358900	0.997998678
68.5	2.137379000	0.999427333
68.5	2.137399000	0.996726004
68.5	2.137419000	0.999887379
68.5	2.137439000	1.000012241
68.5	2.137459000	0.999551390
68.5	2.137479000	0.999077138
68.5	2.137499000	0.998240409
68.5	2.137519000	1.000643213
68.5	2.137539000	0.999990431
68.5	2.137559000	0.998726715
68.5	2.137579000	0.999027222
68.5	2.137599000	0.998476988
68.5	2.137619000	0.999800111
68.5	2.137639100	1.000832629
68.5	2.137659100	1.001274699
68.5	2.137679100	0.997851839
68.5	2.137699100	1.000264062
68.5	2.137719100	1.000674314
68.5	2.137739100	1.003358472
68.5	2.137759100	1.002596828
68.5	2.137779100	1.000374272
68.5	2.137799100	1.000079409
68.5	2.137819100	0.999589168
68.5	2.137839100	0.998473128
68.5	2.137859100	1.000375059
68.5	2.137879200	0.999499162
68.5	2.137899200	0.999918556
68.5	2.137919200	0.999720058
68.5	2.137939200	1.001467520
68.5	2.137959200	0.999560801
68.5	2.137979200	0.998615032
68.5	2.137999200	0.999206193
68.5	2.138019200	0.998247246
68.5	2.138039200	1.001291570
68.5	2.138059200	0.999187597
68.5	2.138079200	1.002256069
68.5	2.138099200	1.000987470
68.5	2.138119200	0.999233472
68.5	2.138139300	0.997928926
68.5	2.138159300	1.000109185
68.5	2.138179300	0.999018676
68.5	2.138199300	1.000566332
68.5	2.138219300	0.999409331
68.5	2.138239300	0.999916998
68.5	2.138259300	0.998241084
68.5	2.138279300	0.999548370
68.5	2.138299300	0.998187963
68.5	2.138319300	0.999875734
68.5	2.138339300	0.998655773
68.5	2.138359300	1.002260102
68.5	2.138379400	1.001419686
68.5	2.138399400	1.000867013
68.5	2.138419400	0.999670935
68.5	2.138439400	0.999463051
68.5	2.138459400	0.997626921
68.5	2.138479400	0.999606140
68.5	2.138499400	0.999473788
68.5	2.138519400	1.000296137
68.5	2.138539400	0.999229998
68.5	2.138559400	0.998367016
68.5	2.138579400	0.998623484
68.5	2.138599400	1.001999984
68.5	2.138619400	1.000403941
68.5	2.138639500	0.999699629
68.5	2.138659500	1.001505158
68.5	2.138679500	0.999412068
68.5	2.138699500	1.001410473
68.5	2.138719500	0.998607007
68.5	2.138739500	0.999638168
68.5	2.138759500	1.002137563
68.5	2.138779500	1.000796766
68.5	2.138799500	0.999972799
68.5	2.138819500	1.000345496
68.5	2.138839500	0.999173592
68.5	2.138859500	1.002499846
68.5	2.138879600	1.000686615
68.5	2.138899600	0.998006550
68.5	2.138919600	0.999096378
68.5	2.138939600	0.998367810
68.5	2.138959600	0.999702544
68.5	2.138979600	1.000907093
68.5	2.138999600	0.999393866
68.5	2.139019600	1.003109481
68.5	2.139039600	0.997606646
68.5	2.139059600	0.999116602
68.5	2.139079600	0.998174591
68.5	2.139099600	1.000482713
68.5	2.139119600	0.998826052
68.5	2.139139700	1.003211481
68.5	2.139159700	1.001977695
68.5	2.139179700	0.998767054
68.5	2.139199700	1.001362922
68.5	2.139219700	1.001379739
68.5	2.139239700	1.000299928
68.5	2.139259700	1.001234764
68.5	2.139279700	1.001333044
68.5	2.139299700	0.997438256
68.5	2.139319700	0.998030560
68.5	2.139339700	0.998783832
68.5	2.139359700	1.000068189
68.5	2.139379800	1.001430663
68.5	2.139399800	1.001771073
68.5	2.139419800	1.000680150
68.5	2.139439800	1.001326084
68.5	2.139459800	0.998545297
68.5	2.139479800	0.999302235
68.5	2.139499800	1.000520621
68.5	2.139519800	1.001557358
68.5	2.139539800	1.000469390
68.5	2.139559800	1.001687451
68.5	2.139579800	0.999649050
68.5	2.139599800	1.000146641
68.5	2.139619800	1.000224992
68.5	2.139639900	1.001132331
68.5	2.139659900	0.997747745
68.5	2.139679900	0.997993060
68.5	2.139699900	1.001302699
68.5	2.139719900	1.001409256
68.5	2.139739900	1.000390283
68.5	2.139759900	1.000029423
68.5	2.139779900	1.000461293
68.5	2.139799900	1.002172551
68.5	2.139819900	0.997910439
68.5	2.139839900	0.998126253
68.5	2.139859900	1.001423300
68.5	2.139880000	0.999840609
68.5	2.139900000	0.999106275
68.5	2.139920000	0.998197441
68.5	2.139940000	0.999510749
68.5	2.139960000	0.998878090
68.5	2.139980000	0.999160041
68.5	2.140000000	0.999311600
69.0	2.090000000	0.997422932
69.0	2.090020000	0.997065244
69.0	2.090040000	0.996328195
69.0	2.090060000	0.998591874
69.0	2.090080000	0.996389518
69.0	2.090100000	0.998210626
69.0	2.090120000	0.997649280
69.0	2.090140100	0.997006072
69.0	2.090160100	1.000495161
69.0	2.090180100	0.997787365
69.0	2.090200100	0.998814704
69.0	2.090220100	0.998337476
69.0	2.090240100	0.995977075
69.0	2.090260100	0.998056738
69.0	2.090280100	0.999512298
69.0	2.090300100	0.997266948
69.0	2.090320100	0.998719623
69.0	2.090340100	0.997750408
69.0	2.090360100	0.997948937
69.0	2.090380200	0.998996864
69.0	2.090400200	0.999279161
69.0	2.090420200	0.996819589
69.0	2.090440200	1.000304158
69.0	2.090460200	0.996786075
69.0	2.090480200	0.997405891
69.0	2.090500200	0.998177498
69.0	2.090520200	0.998677814
69.0	2.090540200	1.000023968
69.0	2.090560200	0.999629807
69.0	2.090580200	0.998345393
69.0	2.090600200	1.000379933
69.0	2.090620200	0.997748327
69.0	2.090640300	0.997135293
69.0	2.090660300	0.999606664
69.0	2.090680300	0.999613775
69.0	2.090700300	0.999138992
69.0	2.090720300	0.998479426
69.0	2.090740300	0.999571857
69.0	2.090760300	1.000038472
69.0	2.090780300	0.999536331
69.0	2.090800300	0.998515476
69.0	2.090820300	0.998705188
69.0	2.090840300	0.998384781
69.0	2.090860300	0.998794495
69.0	2.090880400	1.000998707
69.0	2.090900400	0.998512918
69.0	2.090920400	1.001122915
69.0	2.090940400	1.000558903
69.0	2.090960400	0.999978733
69.0	2.090980400	1.001039379
69.0	2.091000400	1.000182971
69.0	2.091020400	0.998568810
69.0	2.091040400	1.000522327
69.0	2.091060400	0.999936497
69.0	2.091080400	0.998651490
69.0	2.091100400	1.000405884
69.0	2.091120400	0.999926482
69.0	2.091140500	0.999751669
69.0	2.091160500	1.000989152
69.0	2.091180500	0.998691621
69.0	2.091200500	1.000910843
69.0	2.091220500	1.000794211
69.0	2.091240500	1.000101616
69.0	2.091260500	0.999927995
69.0	2.091280500	1.000084465
69.0	2.091300500	1.001318384
69.0	2.091320500	0.997697549
69.0	2.091340500	1.001359973
69.0	2.091360500	0.998917927
69.0	2.091380600	0.998706478
69.0	2.091400600	0.997669539
69.0	2.091420600	1.000366794
69.0	2.091440600	0.997970452
69.0	2.091460600	1.001235198
69.0	2.091480600	1.000148863
69.0	2.091500600	1.000484454
69.0	2.091520600	1.000760617
69.0	2.091540600	1.001289544
69.0	2.091560600	1.000015243
69.0	2.091580600	0.999779260
69.0	2.091600600	1.000017135
69.0	2.091620600	1.000954476
69.0	2.091640700	0.998144771
69.0	2.091660700	1.002458847
69.0	2.091680700	0.998404747
69.0	2.091700700	1.000244080
69.0	2.091720700	1.002316341
69.0	2.091740700	0.999155543
69.0	2.091760700	0.999309148
69.0	2.091780700	0.999895917
69.0	2.091800700	1.001518667
69.0	2.091820700	1.001433289
69.0	2.091840700	1.000181625
69.0	2.091860700	0.999924577
69.0	2.091880800	1.002042027
69.0	2.091900800	1.000812234
69.0	2.091920800	1.001764874
69.0	2.091940800	1.002879766
69.0	2.091960800	1.002713623
69.0	2.091980800	1.001186046
69.0	2.092000800	1.000364425
69.0	2.092020800	1.001681534
69.0	2.092040800	1.002484982
69.0	2.092060800	0.999305234
69.0	2.092080800	1.001112950
69.0	2.092100800	1.000702482
69.0	2.092120800	1.000930922
69.0	2.092140900	1.000236976
69.0	2.092160900	0.999587111
69.0	2.092180900	1.003244005
69.0	2.092200900	1.001125175
69.0	2.092220900	1.000782210
69.0	2.092240900	1.001021500
69.0	2.092260900	1.001102439
69.0	2.092280900	1.001529901
69.0	2.092300900	0.999810416
69.0	2.092320900	1.002199615
69.0	2.092340900	1.002344344
69.0	2.092360900	1.000439764
69.0	2.092381000	1.001281780
69.0	2.092401000	1.001219484
69.0	2.092421000	1.003151581
69.0	2.092441000	1.003270223
69.0	2.092461000	1.002564505
69.0	2.092481000	1.000956073
69.0	2.092501000	0.999415097
69.0	2.092521000	1.002668188
69.0	2.092541000	1.001120629
69.0	2.092561000	1.001415085
69.0	2.092581000	0.998581447
69.0	2.092601000	1.000622358
69.0	2.092621000	0.998951742
69.0	2.092641100	1.000033111
69.0	2.092661100	0.999780425
69.0	2.092681100	0.998815048
69.0	2.092701100	1.004451388
69.0	2.092721100	0.999184570
69.0	2.092741100	0.999004661
69.0	2.092761100	0.997827021
69.0	2.092781100	1.002713143
69.0	2.092801100	1.002075412
69.0	2.092821100	1.000558894
69.0	2.092841100	1.000551530
69.0	2.092861100	1.000789793
69.0	2.092881200	0.999127441
69.0	2.092901200	1.002531788
69.0	2.092921200	0.999442289
69.0	2.092941200	0.999482621
69.0	2.092961200	1.000932357
69.0	2.092981200	1.000045056
69.0	2.093001200	1.001602646
69.0	2.093021200	1.001912667
69.0	2.093041200	1.002094849
69.0	2.093061200	0.999978935
69.0	2.093081200	1.001490151
69.0	2.093101200	1.001820292
69.0	2.093121200	1.001653301
69.0	2.093141300	0.999274006
69.0	2.093161300	1.000667317
69.0	2.093181300	1.003069796
69.0	2.093201300	0.999166361
69.0	2.093221300	0.999994517
69.0	2.093241300	1.000477088
69.0	2.093261300	1.001890229
69.0	2.093281300	1.000315965
69.0	2.093301300	1.002947442
69.0	2.093321300	0.999522136
69.0	2.093341300	1.002707296
69.0	2.093361300	1.001087645
69.0	2.093381400	1.000707806
69.0	2.093401400	0.999799119
69.0	2.093421400	1.000068232
69.0	2.093441400	1.000254660
69.0	2.093461400	1.001551200
69.0	2.093481400	1.000483656
69.0	2.093501400	1.001319937
69.0	2.093521400	1.001395072
69.0	2.093541400	1.000963080
69.0	2.093561400	1.001082897
69.0	2.093581400	1.000647347
69.0	2.093601400	0.998946268
69.0	2.093621400	1.000758723
69.0	2.093641500	1.001209930
69.0	2.093661500	1.000606119
69.0	2.093681500	1.004636464
69.0	2.093701500	1.001267563
69.0	2.093721500	1.000983190
69.0	2.093741500	1.001578514
69.0	2.093761500	1.002275914
69.0	2.093781500	1.001013805
69.0	2.093801500	0.999981856
69.0	2.093821500	1.001393351
69.0	2.093841500	1.001330322
69.0	2.093861500	1.000463418
69.0	2.093881600	1.002695848
69.0	2.093901600	1.000584511
69.0	2.093921600	1.002746531
69.0	2.093941600	0.998932732
69.0	2.093961600	1.000558196
69.0	2.093981600	0.998371439
69.0	2.094001600	1.000484185
69.0	2.094021600	1.000724410
69.0	2.094041600	1.001139149
69.0	2.094061600	0.999442775
69.0	2.094081600	1.001105871
69.0	2.094101600	0.999832435
69.0	2.094121600	0.999722745
69.0	2.094141700	1.001239863
69.0	2.094161700	1.002752633
69.0	2.094181700	1.000781757
69.0	2.094201700	0.999578001
69.0	2.094221700	1.003420200
69.0	2.094241700	1.000056257
69.0	2.094261700	0.999844508
69.0	2.094281700	1.001317811
69.0	2.094301700	0.997472912
69.0	2.094321700	1.002328371
69.0	2.094341700	1.002110887
69.0	2.094361700	1.001984104
69.0	2.094381800	1.000846075
69.0	2.094401800	0.998816209
69.0	2.094421800	0.999841639
69.0	2.094441800	0.998789237
69.0	2.094461800	1.003152443
69.0	2.094481800	1.001443066
69.0	2.094501800	0.999918356
69.0	2.094521800	0.999555739
69.0	2.094541800	1.000465672
69.0	2.094561800	0.999215970
69.0	2.094581800	1.000020013
69.0	2.094601800	1.001421167
69.0	2.094621800	1.000000216
